Name,ISIN,Stock Market,Regulator 
QUILTER PLC,GB00BDCXV269,LSE,FCA 
QUIXANT PLC,GB00B99PCP71,LSE,FCA 
QUIZ PLC,JE00BZ00SF59,LSE,FCA 
RAINBOW RARE EARTHS LIMITED,GG00BD59ZW98,LSE,FCA 
RA INTERNATIONAL GROUP PLC,GB00BDZV6W26,LSE,FCA 
RAMBLER METALS & MINING PLC,GB00B06Y3F14,LSE,FCA 
RAMSDENS HOLDINGS PLC,GB00BDR6V192,LSE,FCA 
RANDALL & QUILTER INVESTMENT HOLDINGS LTD,BMG7371X1065,LSE,FCA 
RANK GROUP PLC,GB00B1L5QH97,LSE,FCA 
RATHBONE BROTHERS PLC,GB0002148343,LSE,FCA 
RAVEN PROPERTY GROUP LIMITED,GB00B0D5V538,LSE,FCA 
RAVEN PROPERTY GROUP LIMITED,GG00B55K7B92,LSE,FCA 
RBG HOLDINGS PLC,GB00BFM6WL52,LSE,FCA 
RDI REIT P.L.C.,IM00BH3JLY32,LSE,FCA 
RDL REALISATION PLC,GB00BW4NPD65,LSE,FCA 
REABOLD RESOURCES PLC,GB00B95L0551,LSE,FCA 
REACH PLC,GB0009039941,LSE,FCA 
REACT GROUP PLC,GB00BZ2JBG28,LSE,FCA 
R.E.A. HOLDINGS PLC,GB0002349065,LSE,FCA 
R.E.A. HOLDINGS PLC,GB0007185639,LSE,FCA 
REAL ESTATE CREDIT INVESTMENTS LIMITED,GB00B0HW5366,LSE,FCA 
REAL ESTATE INVESTORS PLC,GB00B45XLP34,LSE,FCA 
REAL GOOD FOOD PLC,GB0033572867,LSE,FCA 
RECKITT BENCKISER GROUP PLC,GB00B24CGK77,LSE,FCA 
RECONSTRUCTION CAPITAL II LIMITED,KYG741521028,LSE,FCA 
RECORD PLC,GB00B28ZPS36,LSE,FCA 
REDCENTRIC PLC,GB00B7TW1V39,LSE,FCA 
REDDE NORTHGATE PLC,GB0003775664,LSE,FCA 
REDDE NORTHGATE PLC,GB00B41H7391,LSE,FCA 
RED EMPEROR RESOURCES NL,AU000000RMP0,LSE,FCA 
RED ROCK RESOURCES PLC,GB00BYWKBV38,LSE,FCA 
REDROW PLC,GB00BG11K365,LSE,FCA 
REDX PHARMA PLC,GB00BSNB6S51,LSE,FCA 
REGIONAL REIT LIMITED,GG00BYV2ZQ34,LSE,FCA 
RELX PLC,GB00B2B0DG97,LSE,FCA 
REMOTE MONITORED SYSTEMS PLC,GB00BFX0ZN92,LSE,FCA 
RENALYTIX AI PLC,GB00BYWL4Y04,LSE,FCA 
RENEURON GROUP PLC,GB00BF5G6K95,LSE,FCA 
RENEW HOLDINGS PLC,GB0005359004,LSE,FCA 
RENEWI PLC,GB0007995243,LSE,FCA 
RENISHAW PLC,GB0007323586,LSE,FCA 
RENOLD PLC,GB0007325417,LSE,FCA 
RENOLD PLC,GB0007325078,LSE,FCA 
RENTOKIL INITIAL PLC,GB00B082RF11,LSE,FCA 
REPUBLIC GOLDFIELDS INCORPORATED,CA76045L1004,LSE,FCA 
RESIDENTIAL SECURE INCOME PLC,GB00BYSX1508,LSE,FCA 
RESOLUTE MINING LIMITED,AU000000RSG6,LSE,FCA 
RESTAURANT GROUP PLC,GB00B0YG1K06,LSE,FCA 
RESTORE PLC,GB00B5NR1S72,LSE,FCA 
REVOLUTION BARS GROUP PLC,GB00BVDPPV41,LSE,FCA 
RHI MAGNESITA N.V.,NL0012650360,LSE,FCA 
RICARDO PLC,GB0007370074,LSE,FCA 
RICHLAND RESOURCES LTD,BMG7567C1304,LSE,FCA 
RICOH CO LTD,JP3973400009,LSE,FCA 
RIGHTMOVE PLC,GB00BGDT3G23,LSE,FCA 
RIGHTS & ISSUES INVESTMENT TRUST PLC,GB0007392078,LSE,FCA 
RIO TINTO PLC,GB0007188757,LSE,FCA 
RIT CAPITAL PARTNERS PLC,GB0007366395,LSE,FCA 
RIVER AND MERCANTILE GROUP PLC,GB00BLZH7X42,LSE,FCA 
RIVER AND MERCANTILE UK MICRO CAP INVESTMENT COMPANY LIMITED,GG00BZ8VFG05,LSE,FCA 
RIVERFORT GLOBAL OPPORTUNITIES PLC,GB00BKKD0862,LSE,FCA 
RIVERSTONE CREDIT OPPORTUNITIES INCOME PLC,GB00BJHPS390,LSE,FCA 
RIVERSTONE ENERGY LIMITED,GG00BBHXCL35,LSE,FCA 
RM PLC,GB00BJT0FF39,LSE,FCA 
RM SECURED DIRECT LENDING PLC,GB00BYMTBG55,LSE,FCA 
RM ZDP PLC,GB00BG1TSQ91,LSE,FCA 
ROBERT WALTERS PLC,GB0008475088,LSE,FCA 
ROBINSON PLC,GB00B00K4418,LSE,FCA 
ROCKFIRE RESOURCES PLC,GB00B42TN250,LSE,FCA 
ROCKHOPPER EXPLORATION PLC,GB00B0FVQX23,LSE,FCA 
ROCKPOOL ACQUISITIONS PLC,GB00BF2MWC40,LSE,FCA 
ROLLS-ROYCE HOLDINGS PLC,GB00B63H8491,LSE,FCA 
ROSS GROUP PLC,GB0002192606,LSE,FCA 
ROSSLYN DATA TECHNOLOGIES PLC,GB00BKX5CP01,LSE,FCA 
ROTALA PLC,GB00B1Z2MP60,LSE,FCA 
ROTORK PLC,GB0007530149,LSE,FCA 
ROTORK PLC,GB00BVFNZH21,LSE,FCA 
ROUND HILL MUSIC ROYALTY FUND LIMITED,GG00BMXNVC81,LSE,FCA 
ROYAL DUTCH SHELL PLC,GB00B03MLX29,LSE,FCA 
ROYAL DUTCH SHELL PLC,GB00B03MM408,LSE,FCA 
ROYAL MAIL PLC,GB00BDVZYZ77,LSE,FCA 
RPS GROUP PLC,GB0007594764,LSE,FCA 
RSA INSURANCE GROUP PLC,GB00BKKMKR23,LSE,FCA 
RSA INSURANCE GROUP PLC,GB0008631391,LSE,FCA 
RTC GROUP PLC,GB0002920121,LSE,FCA 
RTW VENTURE FUND LIMITED,GG00BKTRRM22,LSE,FCA 
RUA LIFE SCIENCES PLC,GB0033360586,LSE,FCA 
RUFFER INVESTMENT COMPANY LTD,GB00B018CS46,LSE,FCA 
RURELEC PLC,GB00B01XPW41,LSE,FCA 
RWS HOLDINGS PLC,GB00BVFCZV34,LSE,FCA 
RYANAIR HOLDINGS PLC,IE00BYTBXV33,LSE,FCA 
S4 CAPITAL PLC,GB00BFZZM640,LSE,FCA 
SABIEN TECHNOLOGY GROUP PLC,GB00B1FPCD38,LSE,FCA 
SABRE INSURANCE GROUP PLC,GB00BYWVDP49,LSE,FCA 
SAFESTAY PLC,GB00BKT0J702,LSE,FCA 
SAFESTORE HOLDINGS PLC,GB00B1N7Z094,LSE,FCA 
SAFESTYLE UK PLC,JE00BGP63272,LSE,FCA 
SAGA PLC,GB00BMX64W89,LSE,FCA 
SAGE GROUP PLC,GB00B8C3BL03,LSE,FCA 
SAINSBURY (J) PLC,GB00B019KW72,LSE,FCA 
SALT LAKE POTASH LIMITED,AU000000SO44,LSE,FCA 
SAN LEON ENERGY PLC,IE00BWVFTP56,LSE,FCA 
SANNE GROUP PLC,JE00BVRZ8S85,LSE,FCA 
SAREUM HOLDINGS PLC,GB00B02RFS12,LSE,FCA 
SAVANNAH ENERGY PLC,GB00BP41S218,LSE,FCA 
SAVANNAH RESOURCES PLC,GB00B647W791,LSE,FCA 
SAVILLS PLC,GB00B135BJ46,LSE,FCA 
SCANCELL HOLDINGS PLC,GB00B63D3314,LSE,FCA 
SCAPA GROUP PLC,GB0007281198,LSE,FCA 
SCHOLIUM GROUP PLC,GB00BJYS2173,LSE,FCA 
SCHRODER ASIAN TOTAL RETURN INVESTMENT COMPANY PLC,GB0008710799,LSE,FCA 
SCHRODER ASIAPACIFIC FUND PLC,GB0007918872,LSE,FCA 
SCHRODER EUROPEAN REAL ESTATE INVESTMENT TRUST PLC,GB00BY7R8K77,LSE,FCA 
SCHRODER INCOME GROWTH FUND PLC,GB0007915860,LSE,FCA 
SCHRODER JAPAN GROWTH FUND PLC,GB0008022849,LSE,FCA 
SCHRODER ORIENTAL INCOME FUND LIMITED,GB00B0CRWN59,LSE,FCA 
SCHRODER REAL ESTATE INVESTMENT TRUST LIMITED,GB00B01HM147,LSE,FCA 
SCHRODERS PLC,GB0002405495,LSE,FCA 
SCHRODERS PLC,GB0002395811,LSE,FCA 
SCHRODER UK MID CAP FUND PLC,GB0006108418,LSE,FCA 
SCHRODER UK PUBLIC PRIVATE TRUST PLC,GB00BVG1CF25,LSE,FCA 
SCIENCE GROUP PLC,GB00B39GTJ17,LSE,FCA 
SCIENCE IN SPORT PLC,GB00BBPV5329,LSE,FCA 
SCIROCCO ENERGY PLC,GB00BF1BK408,LSE,FCA 
SCOTGEMS PLC,GB00BYT25542,LSE,FCA 
SCOTGOLD RESOURCES LIMITED,AU000XINEAK5,LSE,FCA 
SCOTTISH AMERICAN INVESTMENT CO. PLC,GB0007873697,LSE,FCA 
SCOTTISH INVESTMENT TRUST PLC,GB0007826091,LSE,FCA 
SCOTTISH MORTGAGE INVESTMENT TRUST PLC,GB00BLDYK618,LSE,FCA 
SCOTTISH ORIENTAL SMALLER COMPANIES TRUST PLC,GB0007836132,LSE,FCA 
SCS GROUP PLC,GB00BRF0TJ56,LSE,FCA 
SDCL ENERGY EFFICIENCY INCOME TRUST PLC,GB00BGHVZM47,LSE,FCA 
SDI GROUP PLC,GB00B3FBWW43,LSE,FCA 
SDV 2025 ZDP PLC,GB00BZ7MQD81,LSE,FCA 
SDX ENERGY PLC,GB00BJ5JNL69,LSE,FCA 
SEALAND CAPITAL GALAXY LIMITED,KYG7948E1026,LSE,FCA 
SEC NEWGATE S.P.A.,IT0005200453,LSE,FCA 
SECURED INCOME FUND PLC,GB00BYMK5S87,LSE,FCA 
SECURE INCOME REIT PLC,GB00BLMQ9L68,LSE,FCA 
SECURE PROPERTY DEVELOPMENT & INVESTMENT PLC,CY0102102213,LSE,FCA 
SECURE TRUST BANK PLC,GB00B6TKHP66,LSE,FCA 
SECURITIES TRUST OF SCOTLAND PLC,GB00B09G3N23,LSE,FCA 
SEEEN PLC,GB00BK6SHS41,LSE,FCA 
SEEING MACHINES LIMITED,AU0000XINAJ0,LSE,FCA 
SEGRO PLC,GB00B5ZN1N88,LSE,FCA 
SENECA GLOBAL INCOME & GROWTH TRUST PLC,GB0008769993,LSE,FCA 
SENECA GROWTH CAPITAL VCT PLC,GB0031256109,LSE,FCA 
SENECA GROWTH CAPITAL VCT PLC,GB00BG13MH08,LSE,FCA 
SENIOR PLC,GB0007958233,LSE,FCA 
SENSYNE HEALTH PLC,GB00BYV3J755,LSE,FCA 
SEPLAT PETROLEUM DEVELOPMENT COMPANY PLC,NGSEPLAT0008,LSE,FCA 
SEQUOIA ECONOMIC INFRASTRUCTURE INCOME FUND LIMITED,GG00BV54HY67,LSE,FCA 
SERABI GOLD PLC,GB00BG5NDX91,LSE,FCA 
SERCO GROUP PLC,GB0007973794,LSE,FCA 
SERICA ENERGY PLC,GB00B0CY5V57,LSE,FCA 
SERINUS ENERGY PLC,JE00BF4N9R98,LSE,FCA 
SEVERFIELD PLC,GB00B27YGJ97,LSE,FCA 
SEVERN TRENT PLC,GB00B1FH8J72,LSE,FCA 
SHAFTESBURY PLC,GB0007990962,LSE,FCA 
SHANTA GOLD LIMITED,GB00B0CGR828,LSE,FCA 
SHEARWATER GROUP PLC,GB00BKT6VH21,LSE,FCA 
SHEFA GEMS LTD,IL0011101057,LSE,FCA 
SHERBORNE INVESTORS (GUERNSEY) B LIMITED,GG00B883XC99,LSE,FCA 
SHERBORNE INVESTORS (GUERNSEY) C LIMITED,GG00BZ3C3B94,LSE,FCA 
SHIELD THERAPEUTICS PLC,GB00BYV81293,LSE,FCA 
SHIRES INCOME PLC,GB0008052507,LSE,FCA 
SHOE ZONE PLC,GB00BLTVCF91,LSE,FCA 
SIGMA CAPITAL GROUP PLC,GB0004225073,LSE,FCA 
SIGMAROC PLC,GB00BYX5K988,LSE,FCA 
SIGNATURE AVIATION PLC,GB00BKDM7X41,LSE,FCA 
SIG PLC,GB0008025412,LSE,FCA 
SILENCE THERAPEUTICS PLC,GB00B9GTXM62,LSE,FCA 
SIMEC ATLANTIS ENERGY LIMITED,SG9999011118,LSE,FCA 
SIMIGON LTD.,IL0010991185,LSE,FCA 
SIRIUS REAL ESTATE LD,GG00B1W3VF54,LSE,FCA 
SKINBIOTHERAPEUTICS PLC,GB00BF33H870,LSE,FCA 
SLINGSBY (H.C.) PLC,GB0008138009,LSE,FCA 
SMART (J.) & CO. (CONTRACTORS) PLC,GB00B76BK617,LSE,FCA 
SMART METERING SYSTEMS PLC,GB00B4X1RC86,LSE,FCA 
SMARTSPACE SOFTWARE PLC,GB00BYWN0F98,LSE,FCA 
SME CREDIT REALISATION FUND LIMITED,GG00BMF75J31,LSE,FCA 
SMITH (DS) PLC,GB0008220112,LSE,FCA 
SMITH & NEPHEW PLC,GB0009223206,LSE,FCA 
SMITHS GROUP PLC,GB00B1WY2338,LSE,FCA 
SMITHS NEWS PLC,GB00B17WCR61,LSE,FCA 
SMITHSON INVESTMENT TRUST PLC,GB00BGJWTR88,LSE,FCA 
SMURFIT KAPPA GROUP PLC,IE00B1RR8406,LSE,FCA 
SOFTCAT PLC,GB00BYZDVK82,LSE,FCA 
SOLGOLD PLC,GB00B0WD0R35,LSE,FCA 
SOLID STATE PLC,GB0008237132,LSE,FCA 
SOMERO ENTERPRISE INC.,USU834501038,LSE,FCA 
SOPHEON PLC,GB00BSZM1369,LSE,FCA 
SOSANDAR PLC,GB00BDGS8G04,LSE,FCA 
SOUND ENERGY PLC,GB00B90XFF12,LSE,FCA 
SOURCEBIO INTERNATIONAL PLC,GB00BKSB1674,LSE,FCA 
SOUTH32 LIMITED,AU000000S320,LSE,FCA 
SPACEANDPEOPLE PLC,GB00B058DS79,LSE,FCA 
SPECTRA SYSTEMS CORPORATION,USU8457D1091,LSE,FCA 
SPECTRA SYSTEMS CORPORATION,US84756T1060,LSE,FCA 
SPECTRIS PLC,GB0003308607,LSE,FCA 
SPEEDY HIRE PLC,GB0000163088,LSE,FCA 
SPINNAKER OPPORTUNITIES PLC,GB00BYQCS703,LSE,FCA 
SPIRAX-SARCO ENGINEERING PLC,GB00BWFGQN14,LSE,FCA 
SPIRE HEALTHCARE GROUP PLC,GB00BNLPYF73,LSE,FCA 
SPIRENT COMMUNICATIONS PLC,GB0004726096,LSE,FCA 
SPORTECH PLC,GB00B28ZPV64,LSE,FCA 
SPRINGFIELD PROPERTIES PLC,GB00BF1QPG26,LSE,FCA 
SRT MARINE SYSTEMS PLC,GB00B0M8KM36,LSE,FCA 
SSE PLC,GB0007908733,LSE,FCA 
SSP GROUP PLC,GB00BGBN7C04,LSE,FCA 
STAFFLINE GROUP PLC,GB00B040L800,LSE,FCA 
STAGECOACH GROUP PLC,GB00B6YTLS95,LSE,FCA 
STANDARD CHARTERED PLC,GB0004082847,LSE,FCA 
STANDARD LIFE ABERDEEN PLC,GB00BF8Q6K64,LSE,FCA 
STANDARD LIFE INVESTMENTS PROPERTY INCOME TRUST LD,GB0033875286,LSE,FCA 
STANDARD LIFE PRIVATE EQUITY TRUST PLC,GB0030474687,LSE,FCA 
STANDARD LIFE UK SMALLER COMPANIES TRUST PLC,GB0002959582,LSE,FCA 
STANLEY GIBBONS GROUP PLC,GB0009628438,LSE,FCA 
STARCOM PLC,JE00B8WSDY21,LSE,FCA 
STARCREST EDUCATION THE BELT & ROAD LIMITED,KYG843791099,LSE,FCA 
STAR PHOENIX GROUP LTD,AU0000067084,LSE,FCA 
STARVEST PLC,GB0009619817,LSE,FCA 
STARWOOD EUROPEAN REAL ESTATE FINANCE LIMITED,GG00B79WC100,LSE,FCA 
STENPROP LIMITED,GG00BFWMR296,LSE,FCA 
STEPPE CEMENT LTD,MYA004433001,LSE,FCA 
STERLING ENERGY PLC,GB00B4X3Q493,LSE,FCA 
STHREE PLC,GB00B0KM9T71,LSE,FCA 
STILFONTEIN GOLD MINING CO LD,ZAE000007118,LSE,FCA 
ST JAMES HOUSE PLC,GB00BHXM9D70,LSE,FCA 
ST. JAMES'S PLACE PLC,GB0007669376,LSE,FCA 
STM GROUP PLC,IM00B1S9KY98,LSE,FCA 
ST.MODWEN PROPERTIES PLC,GB0007291015,LSE,FCA 
STOBART GROUP LD,GB00B03HDJ73,LSE,FCA 
STOCK SPIRITS GROUP PLC,GB00BF5SDZ96,LSE,FCA 
ST PETER PORT CAPITAL LIMITED,GG00B1V4NS68,LSE,FCA 
STRANGER HOLDINGS PLC,GB00BYWLRL80,LSE,FCA 
STRATEGIC EQUITY CAPITAL PLC,GB00B0BDCB21,LSE,FCA 
STRATEGIC MINERALS PLC,GB00B4W8PD74,LSE,FCA 
STRIX GROUP PLC,IM00BF0FMG91,LSE,FCA 
STUDIO RETAIL GROUP PLC ,GB00B8B4R053,LSE,FCA 
STV GROUP PLC,GB00B3CX3644,LSE,FCA 
SUMMERWAY CAPITAL PLC,GB00BDQYGP38,LSE,FCA 
SUMO GROUP PLC,GB00BD3HV384,LSE,FCA 
SUNRISE RESOURCES PLC,GB00B075Z681,LSE,FCA 
SUPERDRY PLC,GB00B60BD277,LSE,FCA 
SUPERMARKET INCOME REIT PLC,GB00BF345X11,LSE,FCA 
S & U PLC,GB0007655250,LSE,FCA 
S & U PLC,GB0007655474,LSE,FCA 
S & U PLC,GB0007655037,LSE,FCA 
SUPPLY@ME CAPITAL PLC,GB00BFMDJC60,LSE,FCA 
SURESERVE GROUP PLC,GB00BSKS1M86,LSE,FCA 
SURE VENTURES PLC,GB00BYWYZ460,LSE,FCA 
SURFACE TRANSFORMS PLC,GB0002892528,LSE,FCA 
SURGICAL INNOVATIONS GROUP PLC,GB0004016704,LSE,FCA 
SUTTON HARBOUR GROUP PLC,GB0008659202,LSE,FCA 
SVM UK EMERGING FUND PLC,GB0000684174,LSE,FCA 
SYLVANIA PLATINUM LIMITED,BMG864081044,LSE,FCA 
SYMPHONY ENVIRONMENTAL TECHNOLOGIES PLC,GB0009589168,LSE,FCA 
SYMPHONY INTERNATIONAL HOLDINGS LD,VGG548121059,LSE,FCA 
SYNAIRGEN PLC,GB00B0381Z20,LSE,FCA 
SYNCONA LIMITED,GG00B8P59C08,LSE,FCA 
SYNECTICS PLC,GB0007156838,LSE,FCA 
SYNTHOMER PLC,GB0009887422,LSE,FCA 
SYSGROUP PLC,GB00BYT18182,LSE,FCA 
SYSTEM1 GROUP PLC,GB00B1GVQH21,LSE,FCA 
TALKTALK TELECOM GROUP PLC,GB00B4YCDF59,LSE,FCA 
TANDEM GROUP PLC,GB00B460T373,LSE,FCA 
TANFIELD GROUP PLC,GB00B4QHFM95,LSE,FCA 
TARGET HEALTHCARE REIT PLC,GB00BJGTLF51,LSE,FCA 
TASEKO MINES LIMITED,CA8765111064,LSE,FCA 
TASTY PLC,GB00B17MN067,LSE,FCA 
TATE & LYLE PLC,GB0008754466,LSE,FCA 
TATE & LYLE PLC,GB0008754136,LSE,FCA 
TATTON ASSET MANAGEMENT PLC,GB00BYX1P358,LSE,FCA 
TAVISTOCK INVESTMENTS PLC,GB00BLNMLS43,LSE,FCA 
TAYLOR WIMPEY PLC,GB0008782301,LSE,FCA 
TBC BANK GROUP PLC,GB00BYT18307,LSE,FCA 
TCLARKE PLC,GB0002015021,LSE,FCA 
TEAM17 GROUP PLC,GB00BYVX2X20,LSE,FCA 
TED BAKER PLC,GB0001048619,LSE,FCA 
TEKCAPITAL PLC,GB00BKXGY798,LSE,FCA 
TEKMAR GROUP PLC,GB00BDFGGK53,LSE,FCA 
TELECOM PLUS PLC,GB0008794710,LSE,FCA 
TELIT COMMUNICATIONS PLC,GB00B06GM726,LSE,FCA 
TEMPLE BAR INVESTMENT TRUST PLC,GB0008825324,LSE,FCA 
TEMPLETON EMERGING MARKETS INVESTMENT TRUST PLC,GB0008829292,LSE,FCA 
TEN ENTERTAINMENT GROUP PLC,GB00BF020D33,LSE,FCA 
TEN LIFESTYLE GROUP PLC,GB00BF188X60,LSE,FCA 
TERN PLC,GB00BFPMV798,LSE,FCA 
TERTIARY MINERALS PLC,GB0008854563,LSE,FCA 
TESCO PLC,GB0008847096,LSE,FCA 
TETRAGON FINANCIAL GROUP LIMITED,GG00B1RMC548,LSE,FCA 
TETRAGON FINANCIAL GROUP LIMITED,GG00B1RMC548,LSE,FCA 
THALASSA HOLDINGS LIMITED,VGG878801114,LSE,FCA 
THARISA PLC,CY0103562118,LSE,FCA 
THE BARKBY GROUP PLC,GB00BL6TZZ70,LSE,FCA 
THE FULHAM SHORE PLC,GB00B9F8VG44,LSE,FCA 
THE GYM GROUP PLC,GB00BZBX0P70,LSE,FCA 
THE MISSION GROUP PLC,GB00B11FD453,LSE,FCA 
THE PANOPLY HOLDINGS PLC,GB00BGGK0V60,LSE,FCA 
THE PEBBLE GROUP PLC,GB00BK71XP16,LSE,FCA 
THE RENEWABLES INFRASTRUCTURE GROUP LIMITED,GG00BBHX2H91,LSE,FCA 
THE SCHIEHALLION FUND LIMITED,GG00BJ0CDD21,LSE,FCA 
THE SIMPLYBIZ GROUP PLC,GB00BG1THS43,LSE,FCA 
THEWORKS.CO.UK PLC,GB00BF5HBF20,LSE,FCA 
THG HOLDINGS PLC,GB00BMTV7393,LSE,FCA 
THINKSMART LIMITED,AU000XINEAE8,LSE,FCA 
THIRD POINT INVESTORS LIMITED,GG00B1YQ7219,LSE,FCA 
THIRD POINT INVESTORS LIMITED,GG00B1YQ7219,LSE,FCA 
THOR MINING PLC,GB00BD0NBV71,LSE,FCA 
THORPE (F.W.) PLC,GB00BC9ZLX92,LSE,FCA 
THRUVISION GROUP PLC,GB00B627R876,LSE,FCA 
TI FLUID SYSTEMS PLC,GB00BYQB9V88,LSE,FCA 
TIGER ROYALTIES AND INVESTMENTS PLC,GB0002308525,LSE,FCA 
TIME OUT GROUP PLC,GB00BYYV0629,LSE,FCA 
TISSUE REGENIX GROUP PLC,GB00B5SGVL29,LSE,FCA 
TITON HOLDINGS PLC,GB0008941402,LSE,FCA 
TIZIANA LIFE SCIENCES PLC,GB00BKWNZY55,LSE,FCA 
TLOU ENERGY LIMITED,AU000000TOU2,LSE,FCA 
TMT INVESTMENTS PLC,JE00B3RQZ289,LSE,FCA 
TOC PROPERTY BACKED LENDING TRUST PLC,GB00BD0ND667,LSE,FCA 
TOMCO ENERGY PLC,IM00BZBXMN96,LSE,FCA 
TOOPLE PLC,GB00BZ8TP087,LSE,FCA 
TOPPS TILES PLC,GB00B18P5K83,LSE,FCA 
TOTALLY PLC,GB00BYM1JJ00,LSE,FCA 
TOTAL PRODUCE PLC,IE00B1HDWM43,LSE,FCA 
TOTAL SE,FR0000120271,LSE,FCA 
TOUCHSTAR PLC,GB00BD9YDB55,LSE,FCA 
TOUCHSTONE EXPLORATION INC,CA89156L1085,LSE,FCA 
TOWER RESOURCES PLC,GB00BZ6D6J81,LSE,FCA 
TOWN CENTRE SECURITIES PLC,GB0003062816,LSE,FCA 
TOYOTA MOTOR CORPORATION,JP3633400001,LSE,FCA 
TP GROUP PLC,GB0030591514,LSE,FCA 
TP ICAP PLC,GB00B1H0DZ51,LSE,FCA 
TRACKWISE DESIGNS PLC,GB00BFYT9999,LSE,FCA 
TRACSIS PLC,GB00B28HSF71,LSE,FCA 
TRAFALGAR PROPERTY GROUP PLC,GB00B0SP7491,LSE,FCA 
TRAINLINE PLC,GB00BKDTK925,LSE,FCA 
TRAKM8 HOLDINGS PLC,GB00B0P1RP10,LSE,FCA 
TRANSENSE TECHNOLOGIES PLC,GB00BDHDTH21,LSE,FCA 
TRANSGLOBE ENERGY CORPORATION,CA8936621066,LSE,FCA 
TRANS-SIBERIAN GOLD PLC,GB0033756866,LSE,FCA 
TRAVIS PERKINS PLC,GB0007739609,LSE,FCA 
TREATT PLC,GB00BKS7YK08,LSE,FCA 
TREMOR INTERNATIONAL LTD,IL0011320343,LSE,FCA 
TR EUROPEAN GROWTH TRUST PLC,GB0009066928,LSE,FCA 
TRIAD GROUP PLC,GB0009035741,LSE,FCA 
TRIAN INVESTORS 1 LIMITED,GG00BF52MW15,LSE,FCA 
TRIBAL GROUP PLC,GB0030181522,LSE,FCA 
TRICORN GROUP PLC,GB0009716340,LSE,FCA 
TRIDENT ROYALTIES PLC,GB00BF7J2535,LSE,FCA 
TRIFAST PLC,GB0008883927,LSE,FCA 
TRINITY EXPLORATION & PRODUCTION PLC,GB00B8JG4R91,LSE,FCA 
TRIPLE POINT ENERGY EFFICIENCY INFRASTRUCTURE COMPANY PLC,GB00BMCBZL07,LSE,FCA 
TRIPLE POINT INCOME VCT PLC,GB00BGSH2G43,LSE,FCA 
TRIPLE POINT INCOME VCT PLC,GB00BNCBFH30,LSE,FCA 
TRIPLE POINT INCOME VCT PLC,GB00BD89H869,LSE,FCA 
TRIPLE POINT SOCIAL HOUSING REIT PLC,GB00BF0P7H59,LSE,FCA 
TRIPLE POINT VCT 2011 PLC,GB00BNCBFM82,LSE,FCA 
TRIPLE POINT VCT 2011 PLC,GB00BYSQV489,LSE,FCA 
TRIPLE POINT VCT 2011 PLC,GB00BDTYGZ09,LSE,FCA 
TRI-STAR RESOURCES PLC,GB00BGDLPW84,LSE,FCA 
TRISTEL PLC,GB00B07RVT99,LSE,FCA 
TRITAX BIG BOX REIT PLC,GB00BG49KP99,LSE,FCA 
TRITAX EUROBOX PLC,GB00BG382L74,LSE,FCA 
TRITAX EUROBOX PLC,GB00BG382L74,LSE,FCA 
TROY INCOME & GROWTH TRUST PLC,GB0003708665,LSE,FCA 
TR PROPERTY INVESTMENT TRUST PLC,GB0009064097,LSE,FCA 
TRUFIN PLC,JE00BYVWJZ03,LSE,FCA 
TT ELECTRONICS PLC,GB0008711763,LSE,FCA 
TUFTON OCEANIC ASSETS LIMITED,GG00BDFC1649,LSE,FCA 
TUI AG,DE000TUAG000,LSE,FCA 
TULLOW OIL PLC,GB0001500809,LSE,FCA 
TUNGSTEN CORPORATION PLC,GB00B7Z0Q502,LSE,FCA 
TWENTYFOUR INCOME FUND LIMITED,GG00B90J5Z95,LSE,FCA 
TWENTYFOUR SELECT MONTHLY INCOME FUND LIMITED,GG00BJVDZ946,LSE,FCA 
TWO SHIELDS INVESTMENTS PLC,GB00BM97CN29,LSE,FCA 
TYMAN PLC,GB00B29H4253,LSE,FCA 
UAE OIL SERVICES PLC,IM00BF5G7P11,LSE,FCA 
U AND I GROUP PLC,GB0002668464,LSE,FCA 
UDG HEALTHCARE PUBLIC LIMITED COMPANY,IE0033024807,LSE,FCA 
UIL FINANCE LIMITED,BMG916101329,LSE,FCA 
UIL FINANCE LIMITED,BMG916102079,LSE,FCA 
UIL FINANCE LIMITED,BMG916101402,LSE,FCA 
UIL LIMITED,BMG917071026,LSE,FCA 
UK COMMERCIAL PROPERTY REIT LIMITED,GB00B19Z2J52,LSE,FCA 
UK MORTGAGES LIMITED,GG00BXDZMK63,LSE,FCA 
UK OIL & GAS PLC,GB00B9MRZS43,LSE,FCA 
UKRPRODUCT GROUP LIMITED,GB00B03HK741,LSE,FCA 
ULS TECHNOLOGY PLC,GB00BNG8T458,LSE,FCA 
ULTRA ELECTRONICS HOLDINGS PLC,GB0009123323,LSE,FCA 
UNICORN AIM VCT PLC,GB00B1RTFN43,LSE,FCA 
UNILEVER PLC,GB00B10RZP78,LSE,FCA 
UNION JACK OIL PLC,GB00B814XC94,LSE,FCA 
UNIPHAR PLC,IE00BJ5FQX74,LSE,FCA 
UNISYS CORPORATION,US9092143067,LSE,FCA 
UNITED CARPETS GROUP PLC,GB00B05J4D26,LSE,FCA 
UNITED UTILITIES GROUP PLC,GB00B39J2M42,LSE,FCA 
UNITE GROUP PLC,GB0006928617,LSE,FCA 
UNIVERSE GROUP PLC,GB0009483594,LSE,FCA 
